Title,Description,Group,Board,Created,Updated,URL
Special circumstances/ edge case apps,,Planning App/work types,Tags,2026-02-10 11:45,2026-02-10 11:45,https://tqresearchrepo.dovetail.com/tags/5PxW5QdFwWY2RMKDeuj4oF
Warnings/alerts/highlight,,General UX ,Tags,2026-02-10 11:45,2026-02-10 11:45,https://tqresearchrepo.dovetail.com/tags/5RInRF6Ol88fC3Rb6RIzQn
Sec 73 application,,Planning App/work types,Tags,2026-02-10 11:45,2026-02-10 11:45,https://tqresearchrepo.dovetail.com/tags/5T3ZDL7RpJqhFxCTytHtRp
Jargon,,"Guidance, clarity & jargon",Tags,2026-02-10 11:45,2026-06-04 10:35,https://tqresearchrepo.dovetail.com/tags/5UzUecZZogLz0vhmdLank7
Validation requirement,,Validation requirements & LPA alignment,Tags,2026-02-10 11:45,2026-02-10 11:45,https://tqresearchrepo.dovetail.com/tags/5WgUItsC9htZjfjkwLeMgo
Lack of guidance,,"Guidance, clarity & jargon",Tags,2026-02-10 11:45,2026-04-09 10:22,https://tqresearchrepo.dovetail.com/tags/5XL4pKTvLiK5vQJdylwsfh
Positive improvements,,Overall Positive Experience,Tags,2026-02-10 11:45,2026-02-10 11:45,https://tqresearchrepo.dovetail.com/tags/5Y2jsl9Zq6WLWV3KuKJbsW
Dropped kerb,,Planning App/work types,Tags,2026-02-10 11:45,2026-02-10 11:45,https://tqresearchrepo.dovetail.com/tags/65pNbeCZhbx0oBgTWh1A0y
wider planning system,,Miscellaneous,Tags,2026-02-10 11:45,2026-02-10 11:45,https://tqresearchrepo.dovetail.com/tags/66OEaKfvVmpP5UgBlf3PoL
Time out,,Challenges and Workarounds,Tags,2026-02-10 11:45,2026-02-12 10:53,https://tqresearchrepo.dovetail.com/tags/68aKP7Y8MeeAqUecpmC2eb
Application review,,Forms & application details,Tags,2026-02-10 11:45,2026-02-12 11:18,https://tqresearchrepo.dovetail.com/tags/6dTc979aSPnkKn4jRvjWN9
Tree works (minor vs major),,Planning App/work types,Tags,2026-02-10 11:45,2026-02-10 11:45,https://tqresearchrepo.dovetail.com/tags/6dXyqhvKleI2QANxKx9a6o
Householder/domestic application,,Planning App/work types,Tags,2026-02-10 11:45,2026-02-10 11:45,https://tqresearchrepo.dovetail.com/tags/6l5mQxWfoCAFDQ3s5dCkb6
Workable,,Overall Positive Experience,Tags,2026-02-10 11:45,2026-02-10 11:45,https://tqresearchrepo.dovetail.com/tags/6obNRL5TWVuia5PqT8AUKg
Additional fees,,"Fees, charges and quotes",Tags,2026-02-10 11:45,2026-02-10 11:45,https://tqresearchrepo.dovetail.com/tags/6qfR1ozv5LAiTwhvH8KTvP
Technical Questions,,Challenges and Workarounds,Tags,2026-02-12 10:08,2026-06-02 13:27,https://tqresearchrepo.dovetail.com/tags/6vLI7eX1hvGsEr3OadMMBx
Accessibility issues,,User type,Tags,2026-02-10 11:45,2026-02-10 11:45,https://tqresearchrepo.dovetail.com/tags/6xJpHFzyQKEQgi2FZaX8xT
Draft application/ Modifying a draft application,,General UX ,Tags,2026-02-10 11:45,2026-02-12 11:25,https://tqresearchrepo.dovetail.com/tags/6yxWg9efl4phvd788SbFUU
Retaining payment,,Payments,Tags,2026-02-10 11:45,2026-02-10 11:45,https://tqresearchrepo.dovetail.com/tags/6DJrHQChH3vkN8IUq1nD9Z
Project manager,,User type,Tags,2026-02-10 11:45,2026-02-10 11:45,https://tqresearchrepo.dovetail.com/tags/6HMTSIUb9HmQpm88GASPOt
Outage / maintenance,,Challenges and Workarounds,Tags,2026-02-10 11:45,2026-02-10 11:45,https://tqresearchrepo.dovetail.com/tags/6JEza6FZU8OUYUzTBWl4HK
Lawful development certificate,,Planning App/work types,Tags,2026-02-10 11:45,2026-02-10 11:45,https://tqresearchrepo.dovetail.com/tags/6Pti89NBn2yPZxkwNBLjGH
Examples for guidance,,"Guidance, clarity & jargon",Tags,2026-02-10 11:45,2026-02-10 11:45,https://tqresearchrepo.dovetail.com/tags/6W37sN3mqBojEdfXoZ3igh
Disability evidence,,Miscellaneous,Tags,2026-02-10 11:45,2026-02-10 11:45,https://tqresearchrepo.dovetail.com/tags/6WNNljUqU4oiRGF6th2iVN
Missing application types,,Missing features & feature requests,Tags,2026-02-10 11:45,2026-02-10 11:45,https://tqresearchrepo.dovetail.com/tags/6XvIPZKqAbHkfeNx0UsGDt
London,,Geograhical areas of applications,Tags,2026-02-10 11:45,2026-02-10 11:45,https://tqresearchrepo.dovetail.com/tags/6Z7wIwRE4ndIYc1Ute5XTG
Signed Client Consent Form,,Forms & application details,Tags,2026-02-12 10:42,2026-02-12 10:42,https://tqresearchrepo.dovetail.com/tags/77lYs9iiXZN1XCqDJJ18dY
Validation mismatch with LPA,,Validation requirements & LPA alignment,Tags,2026-02-10 11:45,2026-02-10 11:45,https://tqresearchrepo.dovetail.com/tags/79EenCyu38heM0XntWp4bI
Homeowner,,User type,Tags,2026-02-10 11:45,2026-02-10 11:45,https://tqresearchrepo.dovetail.com/tags/7eqXXTY2hjlNYtzK70syHa
Negative experience,,Negative experience,Tags,2026-02-10 11:45,2026-06-02 13:37,https://tqresearchrepo.dovetail.com/tags/7eyU5LeibdBNomYx1g3mxs
Payment details,,Payments,Tags,2026-02-10 11:45,2026-04-08 12:16,https://tqresearchrepo.dovetail.com/tags/7eZwpn1nJOCyVKj3Dvr2mb
Validation opportunity,,Validation requirements & LPA alignment,Tags,2026-02-10 11:45,2026-02-10 11:45,https://tqresearchrepo.dovetail.com/tags/7fxDfAjiMVsfvQSeGM2kQj
Document naming,,Document upload and handling,Tags,2026-02-10 11:45,2026-02-10 11:45,https://tqresearchrepo.dovetail.com/tags/7jd5Qlue778FWnw77FH7pL
Portal discoverability,,Miscellaneous,Tags,2026-02-10 11:45,2026-02-10 11:45,https://tqresearchrepo.dovetail.com/tags/7l5t8L9i1Zl98XzVNTtmwH
Application reference,,Forms & application details,Tags,2026-02-10 11:45,2026-06-02 12:57,https://tqresearchrepo.dovetail.com/tags/7lgv5VbZc7Ihbq0DLpeoc8
Repeated reminders,,Negative experience,Tags,2026-02-10 11:45,2026-02-10 11:45,https://tqresearchrepo.dovetail.com/tags/7oG76AinMS6ogbt1vjOGf2
Professional/ regular users,,User type,Tags,2026-02-10 11:45,2026-02-12 11:16,https://tqresearchrepo.dovetail.com/tags/7siue2OJ20guMpWLePXIzY
EV Channel,,Planning App/work types,Tags,2026-02-10 11:45,2026-02-10 11:45,https://tqresearchrepo.dovetail.com/tags/7sPbmgVBDwnk8Kwaq0y3TM
Easy to understand,,Overall Positive Experience,Tags,2026-02-10 11:45,2026-04-09 10:57,https://tqresearchrepo.dovetail.com/tags/7uaWhtKHt0NUWUq9vSTCOR
Invite,,Contact,Tags,2026-02-10 11:45,2026-02-10 11:45,https://tqresearchrepo.dovetail.com/tags/7B47y0wUf7R5JRj6BvckMe
Alter personal details,,Forms & application details,Tags,2026-02-10 11:45,2026-02-10 11:45,https://tqresearchrepo.dovetail.com/tags/7GHT0nPP91uu6kXKSQK0dQ
Document types,,Document upload and handling,Tags,2026-02-10 11:45,2026-04-09 11:23,https://tqresearchrepo.dovetail.com/tags/7HiCtZrfdqSUPUmJcLqqXY
Automation opportunity,,Missing features & feature requests,Tags,2026-02-10 11:45,2026-02-10 11:45,https://tqresearchrepo.dovetail.com/tags/7JlF1NiThBCMYCDROUqVR0
Adverts,,General UX ,Tags,2026-02-10 11:45,2026-02-10 11:45,https://tqresearchrepo.dovetail.com/tags/7JKIZCsKtG2itRlwAmtORe
